ID,KR,EN,JA,CN
story_433,그의 이마가 내 이마에 가볍게 맞닿았다.,His forehead lightly brushed against mine.,彼の額がそっと私の額に触れた。,他的额头轻轻贴上了我的额头。
story_434,"...아마도, 그는 나를 위로해주려 했던 것 같았다.",...I think he had only been trying to comfort me.,……きっと彼は、私を慰めようとしていただけだったのだろう。,……他大概只是想安慰我而已。
story_435,"“...뭐, 뭐가요!”",“W-What are you talking about?!”,「な、何のことですか！？」,“什、什么意思啊？！”
story_436,혼자 한 착각에 얼굴이 뜨겁게 달아올랐다.,My face burned from my own misunderstanding.,勝手な勘違いをしていた自分が恥ずかしくて顔が熱くなった。,因为自己的胡思乱想，我的脸一下子烧得通红。
story_437,“...너무 선명하게 전해져서...”,“...Because I could feel it far too clearly...”,「……あまりにもはっきり伝わってきたから……」,“……因为传过来的感觉实在太清楚了……”
story_438,“...읏...”,“...Ah...”,「……っ……」,“……唔……”
story_439,“...곤란하구나.”,“...You're making this very difficult for me.”,「……困ったね。」,“……真是让人为难啊。”
story_440,"그 역시 내 감정을 느끼고 있는 듯,","He seemed to be feeling my emotions as well,",彼も私の感情を感じ取っているのか、,他似乎也感受到了我的情绪，
story_441,얼굴이 붉어진 채 시선을 피했다.,avoiding my gaze with reddened cheeks.,顔を赤くしたまま視線を逸らした。,红着脸移开了视线。
story_442,주변이 조용해지며,Silence settled around us.,周囲が静まり返り、,四周渐渐安静下来。
story_443,정적이 흘렀다.,Neither of us spoke.,気まずい沈黙が流れた。,一阵微妙的沉默蔓延开来。
story_444,텅 빈 신당 안에는,"Within the empty shrine,",誰もいない神殿の中には、,空荡荡的神殿之中，
story_445,누구의 것인지 모를 심장 소리만이 가득 찼다.,only the sound of racing heartbeats remained.,誰のものとも分からない鼓動だけが響いていた。,只剩下分不清属于谁的心跳声回荡着。
story_446,(이상해...),(This is strange...),（おかしい……）,（好奇怪……）
story_447,"(이렇게 가까이 있는 게,)","(Being this close to him,)",（こんなに近くにいるのに、）,（明明离他这么近，）
story_448,(이렇게... 아무렇지도 않은 게.),(and feeling so at ease about it.),（こんなにも平然としているなんて。）,（却好像并不抗拒这一切。）
story_449,"(아니야, 아무렇지 않은 게 아니라 도망치지 못하고 있는 거야...)",(No... it's not that I'm fine. I just can't bring myself to pull away...),（違う……平気なんじゃない。ただ、離れられないだけ……）,（不对……不是不在意，而是根本无法逃开……）
story_450,"(떨어져야 하는데, 그러고 싶지 않아...)",(I should move away... but I don't want to.),（離れなきゃいけないのに……離れたくない……）,（明明该离开的……却不想离开……）
story_451,그의 숨이 닿을 만큼 가까운 거리.,We were close enough to feel each other's breath.,吐息が触れそうなほど近い距離。,近到能够感受到彼此呼吸的距离。
story_452,"그리고 그의 감정이, 그대로 흘러 들어온다.",And his emotions continued to flow into me.,そして彼の感情が、そのまま流れ込んでくる。,而他的情绪，正毫无保留地流入我的心中。
story_453,"조심스러움,",Caution.,戸惑い。,小心翼翼。
story_454,망설임.,Hesitation.,ためらい。,犹豫。
story_455,그리고...,And...,そして……,还有……
story_456,참고 있는 무언가.,Something he was desperately holding back.,必死に抑え込んでいる何か。,某种正被他拼命压抑着的情感。
story_457,(...이거...),(...This...),（……これ……）,（……这个……）
story_458,(내 감정 아니야...),(These aren't my feelings...),（私の感情じゃない……）,（这不是我的感情……）
story_459,(아닌데...그와 닿고 싶어...),(They aren't... and yet I want to be closer to him...),（違うのに……もっと触れたい……）,（明明不是我的……可我却想再靠近他一点……）
story_460,“...아이야.”,“...Little one.”,「……君。」,“……孩子。”
story_461,"그의 목소리가,",His voice,彼の声は、,他的声音，
story_462,평소보다 낮게 가라앉아 있었다.,was lower and quieter than usual.,いつもより少し低く沈んでいた。,比平时更加低沉。
select_7_1,...떨어지지 마요...,...Don't move away...,……離れないで……,……别离开我……
select_7_2,느껴져요...?,...Can you feel it too?,……感じていますか……？,……您也感觉到了吗……？
select_7_3,아무 말도 하지 않는다.,I say nothing.,何も言わない。,什么也不说。
story_463,“...!”,“...!”,「……！」,“……！”
story_464,그의 숨이 순간 멈췄다.,His breath caught for a moment.,彼の息が一瞬止まった。,他的呼吸猛地一滞。
story_465,"내 어깨를 잡고 있던 그의 손에,","In the hand resting on my shoulder,",私の肩に置かれた彼の手に、,搭在我肩上的那只手，
story_466,미묘하게 힘이 들어가는 게 느껴졌다.,I felt his grip tighten ever so slightly.,わずかに力が入るのを感じた。,微微收紧了几分。
story_467,“{0}... 그건...”,“{0}... if you say that...”,「{0}……それは……」,“{0}……那样的话……”
story_468,"그는 말을 잇지 못한 채,",The words died on his lips.,彼は言葉を続けられず、,他的话语戛然而止。
story_469,시선을 피하려다 멈췄다.,"He tried to look away, only to stop himself.",視線を逸らそうとして、途中で止まった。,他想移开视线，却又停了下来。
story_470,"참고 있는 감정이,",The emotions he had been holding back,抑え込んでいた感情が、,一直压抑着的情感，
story_471,점점 짙어지고 있었다.,were steadily growing stronger.,少しずつ濃くなっていく。,正一点点变得愈发浓烈。
story_472,“...옆에... 있어주세요...”,“...Stay with me...”,「……そばにいてください……」,“……请留在我身边……”
story_473,그 한마디에,"At those words,",その一言に、,仅仅因为那一句话，
story_474,그가 더는 물러나지 않았다.,he stopped holding himself back.,彼はもう後ろへ引かなかった。,他没有再后退。
story_475,천천히 고개가 기울어졌다.,"Slowly, he tilted his head.",ゆっくりと顔が傾く。,他缓缓低下了头。
story_476,"닿기 직전,","Just before our lips met,",触れる直前、,在即将触碰的前一刻，
story_477,아주 잠깐 멈췄다.,he paused for the briefest moment.,ほんの一瞬だけ止まった。,他短暂地停顿了一瞬。
story_478,"숨이 얽히고,",Our breaths mingled.,吐息が絡み合い、,呼吸交缠在一起。
story_479,심장이 미친 듯이 뛰었다.,My heart pounded wildly.,心臓が壊れそうなほど高鳴った。,心脏疯狂地跳动着。
story_480,그리고...,And then...,そして――,然后——
story_481,입술이 닿았다.,Our lips met.,唇が重なった。,双唇终于相触。
story_482,"조심스럽지만,","It was gentle,",優しく、,温柔而克制，
story_483,더 이상 참지 않은 느낌.,yet no longer restrained.,もう抑えきれなくなったように。,却又像是终于不再压抑。
story_484,“...하...”,“...Ah...”,「……はぁ……」,“……哈……”
story_485,그가 아주 작게 숨을 내쉰다.,A soft breath escaped him.,彼の唇から小さな吐息が零れた。,一声轻轻的叹息从他唇间逸出。
story_486,“......”,“......”,「……」,“……”
story_487,"“...내가 먼저, 참지 못했구나.”",“...It seems I'm the one who gave in first.”,「……先に耐えられなくなったのは、私の方だったようだね。」,“……看来，先忍不住的人是我啊。”
story_488,"그의 얼굴이, 어쩔 줄 모른다는 듯이 붉어졌다.","His face reddened, as if he no longer knew where to look.",彼の顔は、どうしていいか分からないというように赤く染まっていた。,他的脸红得厉害，像是不知该如何是好。
